hour,failed_logins,success_logins,privileged_cmds,data_mb,unique_ips,user_id,label
16,0,3,1,1,2,92,0
13,1,1,0,16,4,86,0
12,2,1,0,2,3,62,0
8,1,5,0,16,1,56,0
14,0,1,0,5,3,53,0
21,1,1,0,8,3,65,0
14,2,1,1,3,2,56,0
23,1,0,1,21,1,78,0
10,1,2,0,14,2,45,0
15,2,5,0,4,3,79,0
16,0,1,0,8,3,96,0
3,1,2,2,1,3,18,0
0,1,4,2,1,1,48,0
7,1,3,0,7,1,38,0
16,2,2,0,10,1,22,0
2,2,0,0,8,3,80,0
19,1,3,0,8,3,75,0
14,0,3,0,13,4,71,1
14,2,0,1,23,1,73,0
23,0,1,0,4,3,1,0
21,0,2,2,7,3,42,0
13,0,6,0,22,4,72,0
22,0,2,1,6,4,75,0
13,0,1,1,5,3,69,0
23,1,3,1,14,1,29,0
1,0,1,1,20,2,6,0
12,1,5,0,13,2,56,0
13,0,1,0,1,2,12,0
23,0,3,0,6,1,39,0
18,0,2,0,2,3,71,0
6,1,2,0,3,2,12,0
2,3,3,0,6,2,33,0
14,2,2,0,2,1,83,1
22,1,1,1,7,3,53,0
13,0,2,1,10,3,19,0
10,0,0,0,20,1,58,0
14,2,2,0,2,2,85,0
12,1,3,1,3,3,83,0
17,1,1,0,5,3,43,0
5,0,0,0,2,2,73,0
2,2,2,0,4,1,45,0
18,1,2,0,21,2,86,0
14,1,2,3,1,4,19,0
22,1,1,2,5,3,37,0
4,3,0,0,3,1,11,0
9,0,3,0,0,2,56,0
6,2,1,1,1,2,25,0
16,1,0,1,15,1,99,0
6,3,2,1,19,3,69,0
21,0,3,0,13,1,45,0
11,1,1,0,7,4,62,0
16,0,5,1,14,1,95,0
12,1,1,0,1,4,14,0
19,2,0,0,15,3,77,0
3,1,3,0,5,2,34,0
9,1,0,0,13,4,98,0
2,1,2,1,2,4,82,0
8,1,0,0,17,1,60,0
12,0,4,1,8,1,64,0
17,3,1,0,0,2,70,0
14,0,3,0,7,3,51,0
3,0,0,0,3,4,42,0
14,1,1,0,0,2,21,0
21,0,2,0,5,4,5,0
1,2,2,0,3,2,66,0
14,0,2,3,2,1,70,0
7,1,0,0,4,1,61,0
7,2,1,0,1,3,8,0
16,2,4,1,3,1,66,0
11,0,1,0,1,2,87,0
18,1,2,0,0,4,62,1
9,0,5,0,24,2,20,0
8,0,2,0,23,3,4,0
4,0,5,0,17,1,15,0
5,1,4,1,2,1,94,0
19,0,3,0,12,4,56,0
1,1,2,1,8,3,20,0
23,0,1,0,0,3,24,0
12,3,1,0,22,1,9,0
5,0,3,0,62,3,21,0
4,0,3,1,12,2,41,0
0,1,1,0,2,3,13,0
20,0,4,0,8,2,5,0
21,1,2,1,1,2,64,0
20,1,5,1,3,2,46,0
5,2,6,0,12,1,78,0
5,0,1,0,3,2,71,0
22,2,2,0,1,4,70,0
15,0,1,0,0,3,59,0
3,2,2,0,8,2,76,0
10,1,2,0,34,4,51,0
23,1,0,0,6,1,16,0
22,3,2,2,2,1,51,0
8,0,0,0,6,1,96,0
22,0,5,1,9,1,42,0
2,2,2,0,16,3,11,0
18,0,0,0,6,1,68,0
7,0,1,0,1,3,93,0
4,1,3,0,2,4,52,0
3,1,3,1,22,1,98,0
23,2,2,0,2,1,73,0
5,0,3,0,13,4,10,0
1,1,3,2,3,4,72,0
19,1,1,0,12,3,63,0
10,0,0,1,0,2,36,0
3,0,2,2,2,3,96,0
14,1,3,1,5,2,45,0
5,0,0,0,7,3,6,0
21,1,3,1,4,2,6,0
16,0,1,1,8,1,91,0
23,1,2,1,3,2,66,0
5,0,0,1,11,4,73,0
18,2,2,0,7,4,64,0
1,3,3,1,12,2,38,0
14,0,2,0,5,1,69,0
10,0,0,0,20,1,98,0
7,0,1,2,4,2,61,0
18,2,2,1,3,2,78,0
12,0,0,1,8,4,74,0
11,1,3,0,7,4,63,0
4,1,0,0,7,3,71,0
5,2,1,0,15,1,20,0
21,2,3,0,8,1,75,0
3,2,2,2,21,1,77,0
18,1,1,0,9,3,64,0
19,2,1,0,0,3,81,0
0,1,0,1,20,4,37,0
19,3,3,0,18,4,36,0
16,1,2,0,0,2,97,0
11,1,1,0,1,3,10,0
14,0,3,0,8,3,34,0
0,0,1,1,0,3,45,0
13,0,1,1,5,1,63,0
5,0,2,0,37,4,13,0
4,2,6,0,1,2,25,0
10,1,1,0,2,3,44,0
3,0,2,0,11,3,97,0
12,3,4,2,0,3,74,1
10,1,3,0,17,1,24,0
2,2,3,1,2,2,69,0
0,1,0,1,7,2,74,0
5,1,3,0,2,3,47,0
17,2,0,0,10,2,91,0
23,1,1,1,8,1,50,0
9,0,2,0,29,3,36,0
4,0,3,0,5,4,33,0
22,0,3,0,20,4,92,0
9,1,1,1,8,2,3,0
11,0,2,0,24,4,31,0
1,0,6,1,3,4,60,0
12,0,0,0,7,3,29,0
7,0,1,0,4,1,44,0
1,1,0,1,0,3,45,0
19,2,5,2,8,1,42,0
0,1,2,0,15,3,21,0
4,0,2,1,8,4,32,0
8,0,1,2,3,3,28,0
16,0,0,0,3,2,85,0
8,2,3,1,2,2,47,0
10,1,3,0,38,1,99,0
14,1,2,1,5,1,94,0
23,0,2,0,3,1,47,0
5,0,4,1,5,2,17,0
22,0,2,1,1,3,29,0
2,2,2,0,2,4,48,0
16,3,2,0,7,1,2,0
4,2,1,0,16,3,33,0
11,1,0,0,20,3,63,0
17,0,1,1,20,2,68,0
13,2,3,0,28,2,39,0
20,1,3,1,1,4,89,0
23,1,4,0,0,3,5,0
10,1,3,0,1,1,68,0
8,1,1,0,9,2,52,0
1,0,2,0,8,3,52,0
11,0,3,2,11,2,29,0
2,0,1,0,4,3,37,0
2,0,0,1,4,2,8,0
0,0,3,0,7,1,20,0
7,1,1,0,0,4,41,0
21,1,1,2,16,1,70,0
7,2,1,1,25,2,36,0
10,2,0,1,4,2,32,0
8,1,1,4,13,2,5,0
4,1,2,2,7,1,20,0
13,0,4,2,2,2,68,0
2,1,1,0,0,1,22,0
20,1,2,0,2,2,97,0
4,2,2,0,9,4,31,0
4,1,0,0,0,4,41,0
18,1,1,0,18,2,93,0
13,0,0,1,35,3,5,0
3,2,3,1,0,1,10,0
12,0,5,1,2,2,75,0
9,1,3,0,11,1,37,0
17,0,0,1,16,3,56,0
7,1,0,0,4,4,86,0
7,1,1,0,7,1,24,0
6,2,1,0,22,1,85,0
7,1,1,0,4,1,16,0
13,2,1,0,0,1,2,0
18,1,3,0,52,1,15,0
5,1,1,1,1,4,41,0
0,0,1,1,0,1,63,0
22,1,2,0,5,1,49,0
14,1,2,1,1,4,26,0
0,1,2,0,38,2,94,0
16,0,3,0,4,2,66,0
0,3,1,1,17,1,29,0
14,0,0,4,1,4,70,0
22,2,3,1,1,1,60,1
1,5,4,1,10,2,65,0
13,0,4,0,24,4,40,0
20,1,1,0,1,3,11,0
7,1,5,0,8,4,52,0
7,1,1,0,0,2,87,0
18,0,2,0,16,4,90,0
6,0,5,2,24,3,95,0
18,2,3,2,9,4,79,0
5,2,5,0,11,1,73,0
5,0,2,0,0,1,64,0
2,1,4,1,0,2,98,0
6,1,3,0,1,4,81,0
18,1,3,1,3,2,99,0
7,1,1,0,14,4,3,0
9,0,1,0,5,2,11,0
19,1,0,2,0,4,28,0
14,0,2,0,19,1,62,0
14,1,1,0,50,2,48,0
0,2,1,1,6,2,28,0
19,0,3,0,7,3,46,0
6,2,1,0,0,4,64,0
3,1,3,0,4,1,55,0
5,1,2,0,4,1,83,0
0,2,3,1,33,1,2,0
4,0,2,1,10,2,96,0
22,2,2,0,15,1,75,0
0,0,3,0,1,2,16,0
3,1,2,1,5,3,11,0
21,1,1,1,2,1,3,0
1,0,2,0,19,3,55,0
9,2,2,0,1,4,42,0
4,2,0,0,5,4,29,0
9,1,0,0,0,3,69,0
0,2,2,0,10,4,92,0
21,1,4,0,6,1,31,0
5,2,2,1,6,1,77,0
12,3,2,0,1,2,25,0
14,1,4,0,7,3,6,0
3,2,2,1,8,3,60,0
12,1,3,3,32,2,67,0
23,0,2,0,0,1,22,0
19,1,2,1,25,3,41,0
23,0,0,1,6,2,53,0
14,0,3,1,2,3,60,0
7,2,1,0,10,3,39,0
4,1,1,1,7,2,55,0
14,2,1,0,2,3,96,0
3,0,4,0,9,4,30,0
11,0,1,0,6,2,71,0
12,0,2,1,11,2,89,0
1,3,0,0,11,4,2,0
18,2,2,0,6,3,8,0
18,2,0,0,4,4,63,0
3,4,4,1,0,3,59,0
3,1,1,1,6,1,97,0
10,0,5,0,2,4,28,0
4,0,2,1,0,4,74,0
19,1,2,0,4,4,38,1
10,0,4,0,0,1,18,0
9,0,0,0,8,3,62,0
7,3,1,0,7,1,77,0
5,2,5,1,15,4,85,0
5,1,1,0,3,1,97,0
7,1,1,2,4,4,23,0
22,1,1,0,11,2,65,0
14,0,1,0,49,3,40,0
13,0,1,0,23,4,60,0
10,1,1,0,7,1,85,0
11,2,3,0,11,1,5,0
12,1,3,0,7,1,99,0
7,2,1,0,5,3,18,0
17,2,2,0,9,2,38,0
0,2,3,0,4,3,29,0
14,0,3,0,3,2,26,0
7,1,1,0,12,1,60,0
10,0,2,0,20,3,36,0
11,2,3,2,3,2,82,0
11,3,5,1,12,1,29,0
3,4,2,0,5,1,31,0
15,0,5,1,3,3,63,1
3,1,2,0,9,2,13,0
4,2,4,0,28,1,94,0
23,1,2,0,4,1,71,0
4,0,2,2,14,1,40,0
7,1,1,1,3,4,70,0
9,1,2,2,16,2,2,0
16,2,1,0,14,2,8,0
8,2,1,0,14,4,74,0
21,0,0,1,60,1,43,0
18,1,2,1,1,4,49,0
13,1,5,1,4,4,22,0
7,2,3,0,9,4,74,0
8,1,1,0,8,2,35,0
21,1,2,0,15,1,19,0
10,2,2,0,0,1,4,0
22,0,2,0,12,2,19,0
0,1,3,0,13,2,20,0
13,2,6,0,0,4,4,0
4,3,3,0,7,4,49,0
20,0,3,0,2,3,26,0
13,0,3,0,16,3,3,0
3,2,1,1,0,2,52,0
21,2,2,0,1,4,94,0
22,1,2,1,1,2,36,0
0,1,0,0,0,4,41,0
21,1,2,0,9,4,70,0
22,2,3,0,20,2,51,0
18,1,2,1,7,2,91,0
7,0,1,0,2,1,16,0
14,1,2,1,4,1,47,0
20,1,1,0,4,3,80,0
14,1,2,1,6,2,46,0
8,1,0,0,5,3,55,0
20,2,0,0,11,2,98,0
8,0,4,0,4,2,88,0
9,0,3,0,10,2,39,0
19,0,0,1,7,1,6,0
20,0,0,0,0,3,84,0
8,0,3,0,25,2,61,0
2,0,2,1,1,3,9,0
19,0,4,0,6,3,85,0
10,0,4,0,29,1,11,0
5,0,1,0,2,1,94,0
1,0,0,0,0,2,65,0
6,0,3,1,6,4,91,0
17,1,3,0,2,3,59,0
1,0,1,0,8,1,70,0
16,1,1,1,16,3,7,0
10,0,4,2,7,4,61,0
11,0,2,1,10,3,57,0
18,1,1,0,10,2,86,0
21,0,1,1,17,3,34,0
23,0,1,1,11,1,84,0
6,1,3,2,37,2,45,0
19,0,1,2,6,2,45,0
5,2,2,1,0,4,15,0
20,1,2,1,5,2,9,0
23,0,1,2,18,1,82,0
0,1,2,1,1,4,46,0
16,3,1,0,13,2,46,0
10,1,0,0,7,4,36,0
21,1,0,1,23,3,46,0
17,0,5,0,13,2,42,0
20,0,1,0,10,1,30,0
16,0,0,0,21,1,11,0
6,0,5,0,23,2,33,0
16,2,2,1,4,3,40,0
19,1,2,0,26,4,70,0
8,4,3,0,0,1,43,0
16,0,2,1,14,1,39,0
19,2,0,1,4,4,86,0
21,0,1,0,6,4,39,0
21,1,2,0,18,1,53,0
7,1,0,0,10,4,83,0
16,0,0,0,6,2,86,0
6,0,0,0,1,1,31,0
0,3,1,0,28,1,63,0
12,0,2,0,4,1,25,0
22,2,2,0,1,2,41,0
18,1,1,1,8,1,50,0
23,0,0,1,5,4,59,0
18,0,3,0,8,1,49,1
16,1,3,1,2,2,30,0
12,1,3,0,4,2,45,0
15,1,1,0,35,3,68,0
7,0,2,1,27,1,53,0
18,0,1,0,19,2,26,0
17,0,2,0,15,3,71,0
0,3,2,0,1,1,40,0
13,0,1,0,6,2,12,0
18,1,0,1,13,2,1,0
14,2,0,0,3,1,70,0
17,2,3,0,0,1,1,0
1,1,2,0,5,3,8,0
21,0,0,0,5,1,33,0
16,2,1,3,0,1,68,0
17,1,0,1,3,4,50,0
5,2,1,3,24,1,6,0
18,1,2,0,2,2,60,0
3,1,1,0,8,3,63,0
0,1,3,1,6,3,52,0
7,1,3,2,19,3,3,0
22,0,3,0,10,2,79,0
6,3,1,0,1,1,70,0
2,2,2,0,1,2,6,0
9,0,2,0,8,4,37,0
9,3,1,1,0,3,51,0
18,1,1,0,5,1,27,0
13,2,0,0,5,1,46,0
1,1,1,1,2,3,69,0
0,2,0,1,3,4,17,0
22,0,1,0,4,4,87,0
22,1,0,0,0,1,17,0
17,1,3,1,16,2,23,0
6,1,3,1,31,3,39,0
7,1,3,1,3,2,33,0
0,1,1,2,1,1,66,0
22,2,0,1,30,3,10,0
2,1,2,0,13,4,83,0
23,0,2,1,22,4,40,0
22,2,1,4,4,4,73,0
7,2,2,1,6,1,15,0
21,0,1,0,26,4,43,0
14,0,6,1,6,3,88,0
4,0,0,1,11,3,12,0
2,2,0,1,12,3,22,0
18,3,1,2,18,3,18,0
0,0,3,0,36,4,66,0
14,2,1,1,4,3,62,0
7,0,2,1,2,1,61,0
1,0,3,0,0,3,60,0
2,3,1,0,19,4,79,0
23,0,2,0,3,4,39,0
13,1,1,1,0,2,73,0
23,1,2,1,20,3,22,0
13,2,5,1,7,4,81,0
10,0,0,0,18,2,14,0
15,2,2,1,8,1,95,0
3,2,3,0,3,3,7,0
19,1,0,0,1,4,35,0
4,1,1,0,5,4,34,0
21,1,4,0,0,3,67,0
20,3,1,1,9,2,63,0
13,1,2,0,5,3,2,0
22,0,3,0,1,1,91,0
15,1,1,0,7,1,45,0
17,0,1,1,16,3,63,0
6,1,1,0,36,2,2,0
9,0,1,0,7,1,54,0
6,2,2,0,1,3,51,0
0,3,2,1,16,2,41,0
22,0,0,0,11,2,5,0
20,2,3,0,30,4,85,0
18,0,4,2,7,1,71,0
15,0,2,0,4,3,25,0
18,1,1,1,32,1,1,0
3,1,0,0,7,2,9,0
17,0,1,3,0,4,66,0
1,2,5,0,6,1,67,0
0,0,1,0,0,3,4,0
14,1,2,2,13,1,21,0
4,2,2,2,8,2,61,0
19,1,1,0,1,4,26,0
10,1,3,0,16,1,44,0
9,1,3,0,7,2,37,0
1,2,3,0,1,2,78,0
2,1,2,1,1,4,10,0
22,1,5,1,17,2,90,0
22,0,2,0,4,1,74,0
11,1,1,0,17,3,82,0
19,4,0,0,0,4,91,0
4,0,1,0,2,2,81,0
4,1,2,0,14,1,74,0
5,0,1,1,10,4,75,0
8,3,3,0,3,2,47,0
1,1,0,0,27,1,88,0
20,2,1,1,2,2,83,0
11,0,1,0,18,1,80,0
2,0,1,1,11,2,23,0
19,0,2,1,1,4,76,0
21,2,2,0,8,4,54,0
11,2,1,0,26,4,59,0
23,2,1,2,9,2,19,0
16,0,1,1,7,2,25,0
9,0,1,0,4,4,67,0
23,3,1,0,15,4,13,0
13,1,4,0,24,3,21,0
22,0,0,0,13,1,22,0
16,4,1,0,12,3,47,0
17,0,2,2,2,1,63,0
18,0,2,0,17,2,29,0
16,2,1,1,0,1,49,0
13,1,3,2,14,1,25,0
8,0,1,0,2,2,23,0
7,1,3,0,6,2,76,0
1,2,1,1,11,2,49,0
12,0,0,1,14,4,23,0
6,0,2,0,21,4,5,0
8,1,4,1,3,1,29,0
21,0,5,0,2,2,5,0
21,1,2,0,55,4,39,0
10,1,2,1,2,2,99,0
13,1,0,0,10,1,35,0
3,0,0,1,30,4,81,0
12,1,3,0,22,4,30,0
1,4,3,0,5,3,56,0
22,1,2,0,10,1,2,0
4,2,1,0,7,4,15,0
10,1,3,2,4,1,51,0
5,1,2,0,1,1,23,0
17,2,3,0,16,2,26,0
20,0,1,0,0,1,11,0
9,0,3,1,9,3,24,0
3,1,4,1,9,4,9,0
8,0,2,0,4,1,78,0
5,0,1,0,1,1,88,0
1,1,1,0,16,2,71,0
16,1,0,1,6,2,10,0
4,1,3,0,12,3,97,0
5,1,5,0,0,1,97,0
11,3,3,2,0,1,91,0
22,2,0,1,1,1,72,0
20,0,0,2,1,1,78,0
9,1,3,0,2,4,71,0
21,0,2,1,11,1,82,0
20,0,0,1,0,1,57,0
5,0,1,0,0,4,90,0
7,1,1,1,0,2,15,0
1,0,3,0,11,3,33,0
11,0,5,0,7,1,11,0
12,2,3,0,4,4,19,0
20,0,3,0,11,1,42,0
6,0,1,2,8,2,82,0
9,2,1,2,0,4,86,0
12,0,2,1,18,4,58,0
16,2,1,0,4,4,18,0
20,0,2,0,5,1,18,0
13,1,2,1,15,2,22,0
1,3,1,0,2,3,89,0
21,2,5,0,0,4,52,0
10,1,1,2,23,1,44,0
0,0,1,2,7,3,31,0
18,2,4,0,4,4,9,1
20,0,1,0,17,1,50,0
3,2,0,0,0,3,61,0
18,2,1,2,2,3,19,0
20,1,3,0,1,4,52,0
10,0,5,1,13,1,55,0
7,2,5,0,3,3,25,1
10,1,2,0,14,2,79,0
3,1,4,1,0,2,69,0
16,1,1,0,9,3,75,0
6,3,3,1,3,4,13,0
7,1,3,0,2,4,34,0
2,2,2,0,16,4,72,0
21,1,2,0,5,3,25,0
1,2,1,2,8,4,91,1
22,1,4,0,0,4,75,0
14,1,3,1,15,2,64,0
23,1,1,0,3,1,82,0
21,2,2,0,11,2,10,0
21,1,1,0,14,3,97,0
4,1,1,0,1,2,17,0
23,1,0,0,3,1,5,0
0,0,2,0,12,2,87,0
3,0,1,0,2,4,67,0
14,0,1,0,18,1,10,0
19,0,0,1,3,3,27,0
18,0,1,0,5,2,56,0
2,0,0,0,1,2,7,0
19,0,3,0,1,4,29,0
10,1,2,0,3,1,49,0
16,1,0,1,0,4,39,1
12,1,1,0,2,2,70,0
10,2,2,0,5,2,9,0
1,2,2,0,4,1,72,0
8,2,2,0,2,2,61,0
1,0,5,2,0,1,78,1
20,3,3,1,3,3,54,0
8,0,3,0,13,2,9,0
8,1,5,1,7,1,60,0
7,0,1,1,29,1,52,0
16,1,0,2,1,4,75,0
0,0,0,1,2,2,11,0
10,1,6,1,3,4,35,0
7,1,1,1,0,1,75,0
9,1,1,2,28,3,36,0
6,0,2,0,5,3,55,0
2,1,2,2,6,2,3,0
2,0,2,1,1,3,83,0
17,1,3,0,20,2,72,0
4,0,3,1,11,2,53,0
11,1,1,0,5,1,28,0
11,1,1,1,21,1,53,0
18,0,3,2,23,1,54,0
5,1,1,1,0,4,53,0
1,1,1,1,1,1,65,0
11,0,2,1,0,2,53,0
18,1,4,1,8,1,40,0
4,1,2,0,2,4,94,0
11,0,0,2,18,1,41,0
16,0,4,1,6,3,38,0
16,0,4,0,18,2,75,0
9,2,2,0,8,3,29,0
22,0,1,0,15,3,31,0
16,0,6,0,4,4,61,0
14,1,3,1,29,3,74,0
11,4,0,0,11,1,99,0
15,1,2,1,9,2,40,1
23,2,2,0,4,3,93,0
18,1,2,0,27,3,2,0
7,4,3,0,4,2,48,0
20,4,3,2,18,1,1,0
16,3,1,0,5,3,59,0
22,0,3,2,14,2,32,0
4,1,1,1,24,1,88,0
21,0,3,0,6,1,2,1
15,0,1,0,7,1,59,0
5,1,0,2,4,4,3,0
7,0,3,1,0,1,73,0
17,4,1,0,10,1,49,0
11,0,5,0,1,2,88,0
14,2,0,1,4,4,76,0
8,0,3,0,4,1,34,0
12,1,3,0,1,3,62,0
14,1,2,1,10,4,34,0
9,1,2,0,1,2,23,0
15,0,2,0,15,4,19,0
6,0,2,0,2,3,52,0
16,3,1,1,3,4,60,0
22,1,1,0,4,3,96,0
20,0,4,1,1,1,28,0
21,0,0,0,5,1,90,0
6,1,4,0,0,4,49,0
13,0,3,2,5,4,45,0
14,2,1,0,4,2,76,0
20,0,1,1,4,2,95,0
6,1,4,0,10,3,60,0
8,1,4,1,14,1,75,0
18,2,2,1,4,4,56,0
15,2,0,1,3,1,4,0
7,1,0,0,6,4,18,0
17,0,0,1,15,3,29,0
22,1,1,0,10,1,39,0
17,2,0,1,0,2,55,0
19,2,1,0,6,3,58,0
6,2,3,1,47,1,47,0
2,1,1,3,4,3,31,0
17,1,3,0,5,4,28,0
9,0,2,0,3,1,27,0
6,0,4,1,6,1,30,0
16,1,5,0,1,1,49,0
13,3,1,2,2,2,42,0
23,0,2,0,12,3,75,0
2,3,0,0,1,2,78,0
11,0,2,0,26,2,68,0
12,2,0,0,3,3,1,0
1,0,2,1,8,3,44,0
2,2,2,0,3,1,37,0
4,2,0,2,6,1,33,0
10,3,3,0,23,3,21,0
7,0,2,0,0,1,88,0
22,0,1,1,19,4,40,0
22,3,3,2,8,1,61,0
11,2,0,0,10,3,13,0
6,1,4,1,0,2,98,0
14,2,1,0,14,3,38,1
23,0,0,0,1,3,29,0
16,1,5,0,33,2,53,0
3,2,5,0,16,4,64,0
21,1,2,1,6,1,36,0
12,3,1,1,25,4,5,0
17,1,1,0,1,2,20,0
0,1,0,0,47,4,93,1
15,1,2,1,12,2,11,0
12,0,2,1,1,3,72,0
9,0,1,1,7,4,28,0
11,0,1,0,12,1,49,0
1,0,2,1,9,1,41,0
22,4,2,0,5,2,18,1
2,1,0,0,2,3,30,0
9,0,0,1,2,4,14,1
1,1,1,0,26,4,56,0
22,1,1,1,2,2,73,0
12,2,1,0,32,4,74,0
12,1,1,1,2,1,89,0
17,1,2,0,4,1,52,0
2,2,4,1,0,4,91,0
6,4,1,0,23,4,66,0
13,1,2,0,1,3,67,0
19,0,4,0,4,3,29,0
16,2,1,0,18,4,27,0
20,0,3,1,15,4,68,0
11,1,0,0,18,2,35,0
15,0,1,0,24,3,91,0
23,0,3,0,24,4,83,0
11,1,0,0,14,2,10,0
14,0,1,0,8,3,26,0
9,1,6,0,8,2,71,0
6,5,2,1,0,4,91,0
19,2,1,2,12,1,94,0
4,0,3,0,2,1,76,0
0,2,2,0,17,1,61,0
16,1,3,0,8,1,69,0
2,1,4,1,43,4,56,0
12,2,1,0,2,1,77,0
13,2,2,0,12,1,64,0
23,0,1,0,7,4,41,0
17,2,1,0,26,3,4,0
3,0,1,0,3,3,66,0
17,2,3,0,0,3,37,0
4,0,5,0,7,2,34,0
15,0,2,0,7,3,50,0
0,1,3,1,3,4,70,0
20,1,1,0,43,3,90,0
13,1,2,0,0,2,75,0
14,0,2,1,8,2,42,0
8,2,4,0,3,1,1,0
14,2,5,0,0,4,34,0
16,1,2,2,44,3,85,0
23,1,4,0,6,3,10,0
3,0,2,0,19,4,5,0
11,1,0,0,18,4,90,0
4,1,1,1,16,4,44,0
4,0,4,0,6,4,19,0
10,3,2,1,22,4,21,0
5,2,2,0,4,4,34,0
6,2,3,0,5,4,29,0
23,3,5,0,2,2,79,0
13,0,1,0,5,1,40,0
23,1,0,0,43,3,80,0
10,0,0,0,8,2,18,0
12,0,2,0,17,2,49,0
1,0,1,2,3,3,61,0
6,3,4,1,31,2,65,0
19,3,1,1,0,4,75,0
3,0,0,0,26,2,36,0
7,2,2,0,22,3,96,0
19,1,2,0,0,1,92,0
21,2,0,0,9,3,70,0
20,1,5,1,15,1,7,0
18,0,5,0,5,4,61,0
12,0,1,0,0,2,64,0
13,0,3,0,17,3,88,0
9,1,3,1,6,3,74,0
10,0,2,1,3,1,30,0
1,2,3,0,0,2,17,0
8,1,1,1,10,3,44,0
16,0,1,0,0,3,72,0
2,1,1,0,15,2,76,0
23,1,4,2,14,4,26,0
5,2,1,0,3,1,17,0
4,0,0,1,6,3,35,0
4,3,0,0,11,2,46,0
21,1,2,0,31,4,5,0
14,1,2,0,7,3,45,0
22,3,1,0,57,4,75,0
16,0,1,0,3,3,16,0
8,1,2,1,7,3,58,0
2,0,1,0,1,4,42,0
19,0,1,0,8,1,94,0
16,0,1,0,7,4,60,0
9,2,2,1,18,2,56,0
2,1,1,1,56,3,6,0
17,0,2,1,42,4,20,0
17,2,1,1,2,4,84,0
16,2,2,0,4,3,24,0
23,1,2,1,3,3,91,0
2,0,0,1,2,4,67,0
2,3,4,0,1,1,88,0
5,0,5,0,7,3,52,0
12,1,1,0,20,4,10,0
23,1,4,1,8,2,25,0
14,2,3,0,20,1,92,1
8,0,3,1,32,2,82,0
3,0,1,0,4,3,45,0
13,1,1,0,18,3,78,0
4,3,2,1,0,1,1,0
1,0,1,1,6,3,84,0
10,0,2,0,4,2,25,0
8,1,2,2,2,4,76,0
23,4,2,1,5,4,73,0
2,1,1,0,5,2,9,0
8,0,1,1,16,2,42,1
2,1,3,1,20,3,63,1
1,0,0,1,10,3,25,0
11,2,1,0,10,1,94,0
9,1,3,0,1,4,48,0
8,1,1,1,8,1,55,0
14,2,4,0,3,2,92,0
7,1,1,0,3,2,66,0
4,1,4,0,0,1,89,0
10,1,2,1,10,1,82,0
1,0,2,1,8,4,24,0
23,2,3,0,2,2,82,0
14,1,1,1,3,1,91,0
5,1,1,0,14,4,44,0
7,0,3,0,15,3,56,0
4,2,2,0,6,3,35,0
15,0,4,0,1,4,34,0
17,2,2,0,0,1,6,0
5,2,5,0,3,4,49,0
4,2,0,0,13,4,16,0
15,0,3,0,9,1,87,0
12,2,1,0,12,3,92,0
4,1,2,0,6,4,13,0
12,1,2,1,14,3,12,0
16,1,2,0,6,4,11,0
17,2,3,0,0,2,47,0
7,0,0,0,0,1,60,0
12,0,2,0,17,3,49,0
18,1,0,0,9,1,52,0
2,0,2,0,3,3,61,1
23,1,2,1,14,3,86,0
7,0,2,1,1,1,95,0
1,0,0,0,10,4,91,0
7,0,1,0,45,4,91,0
12,0,2,0,1,2,40,0
12,1,2,0,1,3,90,0
0,1,3,1,6,1,71,0
5,0,1,0,10,3,75,0
23,0,0,1,0,4,53,0
18,0,1,0,6,1,61,0
15,1,3,1,0,1,22,0
7,0,1,0,2,3,83,0
0,0,3,0,12,2,38,0
15,0,1,0,13,4,84,0
8,0,2,0,13,4,61,0
12,1,3,1,0,3,83,0
10,1,0,2,15,3,83,1
12,3,1,0,5,2,47,0
20,2,4,1,6,4,27,0
9,2,3,0,5,2,81,0
3,0,3,0,19,1,18,0
5,0,2,0,11,1,20,0
6,1,1,0,6,2,42,0
4,2,2,0,17,2,41,0
10,2,2,2,16,3,72,0
12,3,3,0,0,4,58,0
18,2,2,0,6,4,40,1
22,3,0,0,0,4,75,0
9,1,3,1,3,2,30,0
9,0,5,0,16,3,12,0
10,1,2,1,28,3,62,0
20,0,3,0,2,3,62,0
6,2,1,1,0,2,87,0
17,1,4,1,5,2,70,0
3,0,3,0,4,3,99,0
1,2,5,1,11,2,15,0
13,1,2,1,6,1,92,0
12,0,0,1,5,4,7,0
11,0,3,1,2,4,6,0
6,2,1,0,17,4,27,0
1,2,0,0,2,1,2,0
12,0,3,1,0,3,6,0
13,0,2,1,8,4,61,0
16,1,2,1,3,2,32,0
8,1,2,1,12,1,29,0
16,1,1,0,0,3,98,0
7,1,3,0,33,1,65,0
1,3,2,0,2,4,15,0
23,0,3,0,4,3,10,0
12,0,5,0,6,4,10,0
2,0,0,0,22,3,10,0
15,1,0,0,12,4,37,0
5,0,2,0,1,3,32,0
18,1,3,1,5,1,36,0
6,0,2,0,7,3,64,0
9,0,2,1,12,3,89,0
8,1,3,0,8,1,15,0
1,0,0,0,6,3,73,0
14,2,1,1,14,1,16,0
4,3,2,0,4,4,83,0
21,0,3,0,43,4,46,0
3,0,4,0,29,4,44,0
19,2,4,1,12,3,76,0
3,0,4,1,21,2,35,0
17,2,1,1,4,2,51,0
3,4,2,0,8,4,58,0
16,0,4,0,3,1,5,0
11,0,1,2,21,3,38,0
